Place,Name,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,WeightClassKg,Division,Event,Sex,Equipment
4,Maarten van Eikeren,90.00,205.00,217.50,-227.50,217.50,117.50,122.50,130.00,130.00,235.00,247.50,247.50,247.50,595.00,93,Open,SBD,M,Raw
5,Talha Erbilli,90.10,175.00,185.00,190.00,190.00,120.00,130.00,132.50,132.50,200.00,215.00,215.00,215.00,550.00,93,Open,SBD,M,Raw
6,Thomas Boon,88.90,-175.00,-175.00,175.00,175.00,95.00,100.00,105.00,105.00,210.00,225.00,225.00,225.00,515.00,93,Open,SBD,M,Raw
7,Rick Ipenburg,84.90,160.00,170.00,175.00,175.00,95.00,100.00,102.50,102.50,200.00,212.50,212.50,212.50,502.50,93,Open,SBD,M,Raw
8,Michiel Mooy,88.60,-160.00,160.00,170.00,170.00,100.00,107.50,110.00,110.00,200.00,210.00,210.00,210.00,495.00,93,Open,SBD,M,Raw
9,Thomas Koopman,89.30,140.00,147.50,155.00,155.00,107.50,112.50,117.50,117.50,182.50,192.50,192.50,192.50,475.00,93,Open,SBD,M,Raw
10,Carlo de Beer,91.40,145.00,152.50,157.50,157.50,95.00,100.00,105.00,105.00,175.00,185.00,185.00,185.00,447.50,93,Open,SBD,M,Raw
11,Simon Hakvoort,89.60,155.00,-165.00,-165.00,155.00,92.50,100.00,102.50,102.50,170.00,175.00,175.00,175.00,440.00,93,Open,SBD,M,Raw
12,Jeroen Koster,85.90,107.50,115.00,120.00,120.00,70.00,77.50,80.00,80.00,152.50,162.50,162.50,162.50,370.00,93,Open,SBD,M,Raw
1,Ramon Kraaijvanger,103.60,230.00,240.00,247.50,247.50,-170.00,172.50,180.00,180.00,245.00,262.50,262.50,262.50,690.00,105,Open,SBD,M,Raw
2,Nout van den Bos,101.90,210.00,222.50,232.50,232.50,150.00,160.00,-165.00,160.00,232.50,242.50,242.50,242.50,642.50,105,Open,SBD,M,Raw
3,Stan Bergkamp,98.30,-190.00,195.00,210.00,210.00,120.00,130.00,135.00,135.00,240.00,260.00,260.00,260.00,636.00,105,Open,SBD,M,Raw
4,Tom van Mill,96.70,170.00,180.00,187.50,187.50,120.00,127.50,135.00,135.00,210.00,-217.50,210.00,210.00,547.50,105,Open,SBD,M,Raw
5,Arvid Maarleveld,101.40,160.00,172.50,180.00,180.00,110.00,117.50,122.50,122.50,210.00,225.00,225.00,225.00,535.00,105,Open,SBD,M,Raw
6,Mathijs Roelofsen,103.60,162.50,-170.00,-172.50,162.50,105.00,112.50,-117.50,112.50,205.00,215.00,215.00,215.00,500.00,105,Open,SBD,M,Raw
7,Gerben Timmer,94.90,110.00,122.50,140.00,140.00,85.00,-92.50,-92.50,85.00,160.00,170.00,170.00,170.00,395.00,105,Open,SBD,M,Raw
8,Kevin Evers,100.30,137.50,-145.00,-145.00,137.50,90.00,-95.00,95.00,95.00,160.00,-170.00,160.00,160.00,392.50,105,Open,SBD,M,Raw
1,Lorenz Muylkens,109.60,-252.50,262.50,-270.50,262.50,152.50,160.00,-165.00,160.00,265.00,277.50,277.50,277.50,700.00,120,Open,SBD,M,Raw
2,Thomas Bosman,118.00,225.00,235.00,240.00,240.00,142.50,-147.50,-147.50,142.50,260.00,272.50,272.50,272.50,655.00,120,Open,SBD,M,Raw
3,Remco van Woerkom,107.10,215.00,225.00,-235.00,225.00,110.00,122.50,127.50,127.50,240.00,255.00,255.00,255.00,607.50,120,Open,SBD,M,Raw
