Place,Name,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,WeightClassKg,Division,Event,Sex,Equipment
6,Ruud Kassing,"82,50","170,00","185,00","-195,00","185,00","112,50","125,00","132,50","132,50","205,00","217,50","230,00","230,00","547,50",83,Open,SBD,M,Raw
7,Behzad Aziz,"76,35","192,50","-205,00","-213,00","192,50","107,50","115,00","120,00","120,00","215,00","232,50","-252,50","232,50","545,00",83,Open,SBD,M,Raw
8,Daniel Schooneveld,"79,35","190,00","202,50","212,50","212,50","85,00","92,00","-97,50","92,00","190,00","205,00","215,00","215,00","520,00",83,Open,SBD,M,Raw
9,Sebastiaan van den Eijnden,"80,10","170,00","180,00","190,00","190,00","110,00","-120,00","-120,00","110,00","200,00","210,00","220,00","220,00","520,00",83,Open,SBD,M,Raw
10,Robin Sprang,"83,00","165,00","175,00","-185,00","175,00","102,50","107,50","112,50","112,50","202,00","217,50","232,50","232,50","520,00",83,Open,SBD,M,Raw
11,Art Asrian,"82,85","140,00","-155,00","160,00","160,00","140,00","150,00","-158,00","150,00","180,00","195,00","205,00","205,00","515,00",83,Open,SBD,M,Raw
12,Anne Bierma,"82,45","170,00","180,00","185,00","185,00","110,00","120,00","-125,00","120,00","190,00","200,00","-205,00","200,00","505,00",83,Open,SBD,M,Raw
13,Donovan Dobbelaar,"79,70","140,00","150,00",,"150,00","147,50","154,00","155,00","155,00","170,00","185,00",,"185,00","490,00",83,Open,SBD,M,Raw
14,Roland Pater,"81,45","152,50","160,00","165,00","165,00","100,00","105,00","107,50","107,50","170,00","180,00","185,00","185,00","457,50",83,Open,SBD,M,Raw
15,Duncan Wondergem,"81,35","140,00","145,00","150,00","150,00","105,00","-110,00","-110,00","105,00","200,00","-205,00","-205,00","200,00","455,00",83,Open,SBD,M,Raw
1,Peter Kersten,"91,85","182,50","192,50","200,00","200,00","110,00","117,50","122,50","122,50","245,00","260,00","-272,50","260,00","582,50",93,Open,SBD,M,Raw
2,Jos van Kersbergen,"87,55","-170,00","170,00","-190,00","170,00","120,00","-130,00","-130,00","120,00","180,00","195,00","-210,00","195,00","485,00",93,Open,SBD,M,Raw
1,Pjotr van den Hoek,"9B,05","255,00","265,00","-270,00","265,00","190,00","19Z,5","-202,50","190,00","270,00","282,50","290,00","290,00","752,50",105,Open,SBD,M,Raw
4,Anton de Wit,"104,20","190,00","210,00","225,00","225,00","190,00","200,00","-205,00","200,00","220,00","240,00","-255,00","240,00","665,00",105,Open,SBD,M,Raw
2,Alexander Vermetten,"100,60","210,00","230,00","-235,00","230,00","140,00","152,50","165,00","165,00","280,00","300,00","310,00","310,00","705,00",105,Open,SBD,M,Raw
6,Ninja Bakermans,"103,15","200,00","210,00","-212,50","210,00","150,00","-157,50","157,50","157,50","250,00","-270,00","270,00","270,00","637,50",105,Open,SBD,M,Raw
5,Sven den Houting,"100,80","225,00","237,50","245,00","245,00","145,00","152,50","157,50","157,50","220,00","245,00","250,00","250,00","652,50",105,Open,SBD,M,Raw
3,Vito Minheere,"103,80","215,00","227,50","-237,50","227,50","120,00","132,50","-137,50","132,50","275,00","292,50","305,00","305,00","665,00",105,Open,SBD,M,Raw
7,Donny Habraken,"101,20","190,00","200,00","205,00","205,00","130,00","-140,00","140,00","140,00","255,00","265,00","-272,50","265,00","610,00",105,Open,SBD,M,Raw
8,Aron Muijsenberg,"104,30","170,00","190,00","200,00","200,00","130,00","140,00","-145,00","140,00","235,00","255,00","260,00","260,00","600,00",105,Open,SBD,M,Raw
9,Melle de Boer,"100,00","200,00","207,50","212,50","212,50","130,00","-135,00","140,00","140,00","222,50","230,00","232,50","232,50","585,00",105,Open,SBD,M,Raw
1,Jordi Snijders,"118,55","267,50","-282,50","282,50","282,50","220,00","-225,00","255,00","255,00","260,00","272,50","-295,00","272,50","780,00",120,Open,SBD,M,Raw
2,Huub Hetterschijt,"116,35","240,00","250,00","-260,00","250,00","175,00","185,00","195,00","195,00","245,00","255,00","265,00","265,00","710,00",120,Open,SBD,M,Raw
3,Tymen Gerestein,"117,25","205,00","220,00","230,00","230,00","190,00","-202,50","202,50","202,50","225,00","240,00","250,00","250,00","682,50",120,Open,SBD,M,Raw
4,Wim Wamsteeker,"119,55","210,00","220,00","225,00","225,00","135,00","140,00","142,50","142,50","235,00","247,50","255,00","255,00","622,50",120,Open,SBD,M,Raw
1,Christophe Rebreyend,"131,25","255,00","270,00","276,00","276,00","-152,50","155,00","165,00","165,00","305,00","319,00","-325,00","319,00","760,00",120+,Open,SBD,M,Raw
2,Brian Koorn,"138,50","255,00","-285,00","-285,00","255,00","192,50","-197,50","-197,50","192,50","282,50",,,"282,50","730,00",120+,Open,SBD,M,Raw
3,Sven Jansen,"164,10","250,00","265,00","-272,50","265,00","165,00","-175,00","-175,00","165,00","265,00","-285,00","-285,00","265,00","695,00",120+,Open,SBD,M,Raw
4,Katrinus Posthumus,"131,70","200,00","215,00","225,00","225,00","-120,00","120,00","127,50","127,50","270,00","280,00","-290,00","280,00","632,50",120+,Open,SBD,M,Raw
