Place,Name,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,WeightClassKg,Division,Event,Sex,Equipment
5,Chris Zuijderduin,73.6,180.0,-185.0,185.0,185.0,137.5,-145.0,-145.0,137.5,200.0,215.0,-240.0,215.0,537.5,74.0,Open,SBD,M,Raw
6,Willem Hilderdink,73.1,182.5,187.5,192.5,192.5,107.5,110.0,112.5,112.5,225.0,230.0,-235.0,230.0,535.0,74.0,Open,SBD,M,Raw
7,Claudio Pollice,72.7,180.0,185.0,,185.0,112.5,115.0,,115.0,207.5,220.0,,220.0,520.0,74.0,Open,SBD,M,Raw
1,Joey Ma,82.6,240.0,-250.0,-250.0,240.0,135.0,"-142,5","-142,5",135.0,275.0,290.0,300.0,300.0,675.0,83.0,Open,SBD,M,Raw
2,Cemil Car,81.8,200.0,210.0,-215.0,210.0,120.0,127.5,132.5,132.5,240.0,"252,5 ","-257,5",240.0,595.0,83.0,Open,SBD,M,Raw
3,Ruud Kassing,82.5,197.5,205.0,-210.0,205.0,"137,5 ","-142,5","-142,5",0.0,240.0,250.0,"-257,5",250.0,592.5,83.0,Open,SBD,M,Raw
4,Nick Teo,80.8,180.0,190.0,200.0,200.0,135.0,145.0,150.0,150.0,-230.0,230.0,240.0,240.0,590.0,83.0,Open,SBD,M,Raw
5,Tim de Klerk,81.7,205.0,-215.0,-215.0,205.0,140.0,-145.0,-145.0,140.0,230.0,"237,5 ","-242,5",230.0,582.5,83.0,Open,SBD,M,Raw
6,Bjorge Janssen,80.35,185.0,-195.0,195.0,195.0,135.0,145.0,147.5,147.5,225.0,235.0,-245.0,235.0,577.5,83.0,Open,SBD,M,Raw
7,Renier van der Weele,81.4,180.0,190.0,200.0,200.0,120.0,130.0,132.5,132.5,210.0,220.0,230.0,230.0,562.5,83.0,Open,SBD,M,Raw
8,Dempsey Thiele,82,190.0,200.0,-205.0,200.0,"132,5 ","-137,5","-137,5",0.0,220.0,230.0,"-237,5",230.0,562.5,83.0,Open,SBD,M,Raw
9,Wander van der Wal,82.3,195.0,"-202,5","-202,5",195.0,"122,5 ","-127,5","-127,5",0.0,225.0,235.0,-235.0,235.0,552.5,83.0,Open,SBD,M,Raw
10,Armand Declercq,80.8,185.0,-190.0,190.0,190.0,120.0,"-127,5","-127,5",120.0,220.0,230.0,240.0,240.0,550.0,83.0,Open,SBD,M,Raw
11,William van der Struis,81.7,180.0,"187,5","-192,5",180.0,140.0,-145.0,145.0,145.0,200.0,212.5,217.5,217.5,550.0,83.0,Open,SBD,M,Raw
12,Matthijs Trimpe-burger,82.25,185.0,197.5,210.0,210.0,107.5,112.5,-115.0,112.5,200.0,212.5,225.0,225.0,547.5,83.0,Open,SBD,M,Raw
13,Justin Mulder,81.6,180.0,187.5,192.5,192.5,105.0,110.0,"-112,5",110.0,210.0,220.0,230.0,230.0,532.5,83.0,Open,SBD,M,Raw
14,Barry Faas,80.7,185.0,192.5,195.0,195.0,92.5,97.5,-100.0,97.5,215.0,"222,5 ","-227,5",215.0,515.0,83.0,Open,SBD,M,Raw
15,Kevin Paulussen,82.6,180.0,-190.0,-190.0,180.0,105.0,110.0,-115.0,110.0,220.0,-240.0,-240.0,220.0,510.0,83.0,Open,SBD,M,Raw
16,Yuri Reyntjes,77.4,165.0,"172,5","-177,5",165.0,110.0,115.0,"-117,5",115.0,210.0,220.0,,220.0,507.5,83.0,Open,SBD,M,Raw
17,Art Asrian,83,130.0,145.0,155.0,155.0,130.0,145.0,"-157,5",145.0,-190.0,200.0,-210.0,200.0,500.0,83.0,Open,SBD,M,Raw
DQ,Sebastiaan van den Eijnden,81.6,205.0,210.0,,210.0,-125.0,-125.0,-125.0,,215.0,225.0,230.0,230.0,,83.0,Open,SBD,M,Raw
18,Daniel Mudde,79.4,75.0,,,75.0,107.5,112.5,-120.0,112.5,75.0,,,75.0,262.5,83.0,Open,SBD,M,Raw
1,Dogan Tekin,92,252.5,262.5,267.5,267.5,145.0,150.0,"-152,5",150.0,270.0,290.0,315.5,315.5,733.0,93.0,Open,SBD,M,Raw
2,Bob van den Boogaard,91.1,265.0,280.0,"-282,5",280.0,160.0,162.5,165.0,165.0,265.0,280.0,287.5,287.5,732.5,93.0,Open,SBD,M,Raw
3,Tanno de Pender,91.05,240.0,-245.0,245.0,245.0,-175.0,180.0,"-187,5",180.0,280.0,300.0,"-307,5",300.0,725.0,93.0,Open,SBD,M,Raw
4,Vito Minheere,91.93,220.0,227.5,235.0,235.0,120.0,127.5,130.0,130.0,285.0,295.0,"-307,5",295.0,660.0,93.0,Open,SBD,M,Raw
5,Berend Aaftink,91.95,-220.0,220.0,230.0,230.0,140.0,-145.0,-145.0,140.0,260.0,275.0,285.0,285.0,655.0,93.0,Open,SBD,M,Raw
6,Sander Zonneberg,91.8,215.0,230.0,-235.0,230.0,142.5,150.0,155.0,155.0,-245.0,245.0,252.5,252.5,637.5,93.0,Open,SBD,M,Raw
7,Sietse Bergsma,90.85,205.0,215.0,-220.0,215.0,135.0,140.0,145.0,145.0,250.0,260.0,270.0,270.0,630.0,93.0,Open,SBD,M,Raw
8,Max Verschuur,92.2,205.0,215.0,-220.0,215.0,130.0,135.0,"-137,5",135.0,265.0,275.0,280.0,280.0,630.0,93.0,Open,SBD,M,Raw
9,Marijn Abrahamse,88.9,200.0,212.5,222.5,222.5,130.0,135.0,140.0,140.0,242.5,265.0,-275.0,265.0,627.5,93.0,Open,SBD,M,Raw
10,Erwin Nys,91.6,207.5,220.0,225.0,225.0,135.0,140.0,-145.0,140.0,242.5,260.0,-270.0,260.0,625.0,93.0,Open,SBD,M,Raw
11,Sander Goossen,93,200.0,215.0,-225.0,215.0,160.0,-165.0,-165.0,160.0,240.0,250.0,-260.0,250.0,625.0,93.0,Open,SBD,M,Raw
12,Enrique Bakker,91.2,-230.0,-230.0,230.0,230.0,130.0,-135.0,-135.0,130.0,245.0,252.5,-265.0,252.5,612.5,93.0,Open,SBD,M,Raw
13,Brian Asbroek,92,210.0,220.0,227.5,227.5,125.0,130.0,135.0,135.0,225.0,237.5,245.0,245.0,607.5,93.0,Open,SBD,M,Raw
14,Henk Rozeboom,91.8,180.0,192.5,200.0,200.0,120.0,"127,5 ","-132,5",120.0,245.0,260.0,272.5,272.5,600.0,93.0,Open,SBD,M,Raw
15,Aron Muijsenberg,91.9,180.0,190.0,195.0,195.0,140.0,145.0,150.0,150.0,240.0,"252,5 ","-257,5",240.0,597.5,93.0,Open,SBD,M,Raw
16,Arjan van de Pas,92,180.0,187.5,192.5,192.5,140.0,-145.0,-145.0,140.0,230.0,250.0,260.0,260.0,592.5,93.0,Open,SBD,M,Raw
17,Chiel Grootelaar,90.3,190.0,200.0,205.0,205.0,140.0,145.0,"-147,5",145.0,230.0,-240.0,240.0,240.0,590.0,93.0,Open,SBD,M,Raw
18,Floris Weij,91.3,190.0,197.5,202.5,202.5,120.0,"127,5","-132,5",120.0,210.0,225.0,232.5,232.5,562.5,93.0,Open,SBD,M,Raw
19,Auke-Jan Piers,91.65,175.0,190.0,195.0,195.0,132.5,"137,5 ","-142,5",132.5,230.0,-245.0,-245.0,230.0,562.5,93.0,Open,SBD,M,Raw
20,Jasper Mentink,85.4,167.5,175.0,177.5,177.5,120.0,125.0,"-127,5",125.0,235.0,252.5,-255.0,252.5,555.0,93.0,Open,SBD,M,Raw
21,Leon van Grol,88.7,190.0,200.0,207.5,207.5,-115.0,115.0,,115.0,225.0,-235.0,,225.0,547.5,93.0,Open,SBD,M,Raw
22,Leo Walhout,91.6,185.0,190.0,195.0,195.0,80.0,85.0,90.0,90.0,212.5,217.5,225.0,225.0,510.0,93.0,Open,SBD,M,Raw
1,Alexander Vermetten,104.8,250.0,260.0,,260.0,160.0,170.0,"-177,5",170.0,310.0,331.0,340.5,340.5,770.5,105.0,Open,SBD,M,Raw
2,Pjotr van den Hoek,104.5,-275.0,275.0,"-282,5",275.0,195.0,-201.0,-201.0,195.0,285.0,300.0,"-307,5",300.0,770.0,105.0,Open,SBD,M,Raw
3,Bart Sprengelmeijer,101.85,240.0,250.0,260.0,260.0,150.0,155.0,160.0,160.0,280.0,-300.0,300.0,300.0,720.0,105.0,Open,SBD,M,Raw
4,Anton de Wit,102.4,220.0,230.0,240.0,240.0,185.0,-195.0,-195.0,185.0,230.0,245.0,260.0,260.0,685.0,105.0,Open,SBD,M,Raw
5,Ninja Bakermans,104,220.0,-230.0,230.0,230.0,160.0,170.0,-175.0,170.0,270.0,-280.0,-300.0,270.0,670.0,105.0,Open,SBD,M,Raw
6,Sven den Houting,"99,50 ",235.0,250.0,255.0,255.0,145.0,150.0,"-152,5",150.0,235.0,255.0,-260.0,255.0,660.0,105.0,Open,SBD,M,Raw
7,Shawn Hoek,"99,95 ",210.0,217.5,227.5,227.5,147.5,155.0,-160.0,155.0,240.0,250.0,255.0,255.0,637.5,105.0,Open,SBD,M,Raw
8,Karel Kodde,100.95,-225.0,225.0,232.5,232.5,137.5,"142,5","-147,5",137.5,245.0,255.0,-260.0,255.0,630.0,105.0,Open,SBD,M,Raw
9,Robin Bosch,"99,40 ",200.0,210.0,220.0,220.0,140.0,-150.0,155.0,155.0,220.0,230.0,240.0,240.0,615.0,105.0,Open,SBD,M,Raw
10,Sebastiaan Slotema,101.4,195.0,205.0,215.0,215.0,132.5,140.0,-145.0,140.0,225.0,245.0,260.0,260.0,615.0,105.0,Open,SBD,M,Raw
11,Marto Metselaar,102,215.0,225.0,,225.0,130.0,"-137,5",140.0,140.0,225.0,235.0,245.0,245.0,610.0,105.0,Open,SBD,M,Raw
12,Tim Vermeer,102.9,200.0,210.0,-220.0,210.0,-135.0,-140.0,140.0,140.0,240.0,250.0,260.0,260.0,610.0,105.0,Open,SBD,M,Raw
13,Joost de Groot,97.55,240.0,"257,5 ","-262,5",240.0,147.5,152.5,155.0,155.0,75.0,,,75.0,487.5,105.0,Open,SBD,M,Raw
1,Jordi Snijders,119.65,285.0,"-302,5","-302,5",285.0,225.0,"-232,5",,225.0,260.0,280.0,,280.0,790.0,120.0,Open,SBD,M,Raw
2,Tymen Gerestein,119.85,240.0,-255.0,255.0,255.0,200.0,"-207,5","-207,5",200.0,230.0,245.0,252.5,252.5,707.5,120.0,Open,SBD,M,Raw
3,Benjamin Faal,118.6,220.0,240.0,-250.0,240.0,120.0,140.0,,140.0,250.0,280.0,295.0,295.0,675.0,120.0,Open,SBD,M,Raw
4,Huub Hetterschijt,116.75,210.0,225.0,235.0,235.0,175.0,185.0,200.0,200.0,220.0,235.0,,235.0,670.0,120.0,Open,SBD,M,Raw
5,Evert Maris,115.6,205.0,215.0,225.0,225.0,150.0,157.5,-160.0,157.5,230.0,240.0,250.0,250.0,632.5,120.0,Open,SBD,M,Raw
6,Peter Evers,107.5,190.0,200.0,205.0,205.0,120.0,-130.0,-130.0,120.0,250.0,260.0,-275.0,260.0,585.0,120.0,Open,SBD,M,Raw
1,Christophe Rebreyend,156.75,305.0,315.0,325.0,325.0,187.5,195.0,-200.0,195.0,325.0,338.0,342.5,342.5,862.5,120+,Open,SBD,M,Raw
2,Sebastiaan Tempelaars,145.3,280.0,300.0,315.5,315.5,190.0,200.0,"-202,5",200.0,300.0,310.0,-340.0,310.0,825.5,120+,Open,SBD,M,Raw
3,Sven Jansen,176.1,255.0,267.5,275.0,275.0,170.0,"182,5","-187,5",170.0,-265.0,265.0,"-272,5",265.0,722.5,120+,Open,SBD,M,Raw
