Place,Name,Sex,Division,WeightClassKg,Equipment,BirthYear,BirthDate,State,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Event
1,Re Ann Mel A De La Cruz,F,J,84,Raw,2002,,,82.7,140,142.5,-150,142.5,52.5,55,60,60,135,142.5,-155,142.5,345,SBD
2,Darryle Emanuelle Soriano Tangco,F,J,84,Raw,2002,,,82.05,130,-132.5,,130,55,60,-62.5,60,140,-147.5,-147.5,140,330,SBD
1,Kathreen L Meer,F,M1,57,Raw,1984,,,53.95,75,-85,85,85,40,-45,-45,40,105,110,-112.5,110,235,SBD
1,Abegail R Go,F,M1,63,Raw,1975,,,62.25,75,80,85,85,35,37.5,40,40,95,100,105,105,230,SBD
1,Rachel Rueve Marie Jamiro,F,M1,84,Raw,1983,,,80.05,107.5,110,115,115,42.5,47.5,52.5,52.5,125,130,-140,130,297.5,SBD
1,Joanne P Toledo,F,M2,57,Raw,1973,,,56.35,45,52.5,60,60,25,27.5,30,30,60,65,75,75,165,SBD
1,Teves Sahara Alumbro,F,M2,63,Raw,1974,,,61.75,85.5,-90.5,-90.5,85.5,35.5,-37.5,-37.5,35.5,105,115.5,117.5,117.5,238.5,SBD
1,Asterlou S Habito,F,M3,63,Raw,1962,,,58.05,60,72.5,-80,72.5,30,35,-40,35,75,100,102.5,102.5,210,SBD
1,Angelhanz S Bayona,F,N,43,Raw,2007,,,42.1,52.5,60,-62.5,60,-25,25,-35,25,75,-85,-90,75,160,SBD
1,Renee Maxine C Dimasin,F,N,52,Raw,2003,,,48.85,-85,85,90,90,55,57.5,60,60,110,117.5,122.5,122.5,272.5,SBD
2,Suzanne Rose Q Jaen,F,N,52,Raw,1999,,,51.25,82.5,-87.5,-87.5,82.5,-35,35,37.5,37.5,97.5,105,107.5,107.5,227.5,SBD
3,Leslie Ann M Martin,F,N,52,Raw,1988,,,49.75,70,-80,-80,70,35,-40,-40,35,95,102.5,-105,102.5,207.5,SBD
DQ,Janelle C Cielo,F,N,52,Raw,1999,,,50.85,-75,-75,-77.5,,37.5,-42.5,-42.5,37.5,-90,90,92.5,92.5,,SBD
1,Kathreen L Meer,F,N,57,Raw,1984,,,53.95,75,-85,85,85,40,-45,-45,40,105,110,-112.5,110,235,SBD
2,Keithley N Repayo,F,N,57,Raw,1991,,,56.1,80,90,-95,90,30,-35,-35,30,90,100,-107.5,100,220,SBD
3,Kristina Abigail A Boado,F,N,57,Raw,1995,,,56.45,65,72.5,80,80,32.5,35,37.5,37.5,85,95,-105,95,212.5,SBD
DQ,Hilary Gwynn A Ang,F,N,57,Raw,2001,,,55.25,-100,-105,-105,,57.5,60,65,65,-110,-110,110,110,,SBD
1,Kassandra Liezl R Wong,F,N,63,Raw,1995,,,61.95,-110,115,122.5,122.5,50,57.5,65,65,110,115,120,120,307.5,SBD
2,Gianne Eleina S Bernal,F,N,63,Raw,1996,,,62.5,105,-112.5,-115,105,35,40,42.5,42.5,130,140,147.5,147.5,295,SBD
3,Pauline Keith R Alviz,F,N,63,Raw,1996,,,61.7,95,105,-112.5,105,47.5,52.5,-55,52.5,125,135,-140,135,292.5,SBD
4,Diana L Zamudio,F,N,63,Raw,1985,,,61.95,70,77.5,-82.5,77.5,-32.5,32.5,-37.5,32.5,67.5,77.5,-82.5,77.5,187.5,SBD
1,Dianne Yael C Cabrales,F,N,69,Raw,2000,,,68.45,-130,-130,130,130,55,60,62.5,62.5,120,125,130,130,322.5,SBD
2,Aalia U Labrador,F,N,69,Raw,2001,,,67.1,107.5,112.5,117.5,117.5,52.5,55,57.5,57.5,120,127.5,-135,127.5,302.5,SBD
3,Joan Erika T Delgado,F,N,69,Raw,1996,,,68.95,105,110,115,115,42.5,-47.5,47.5,47.5,115,125,132.5,132.5,295,SBD
4,Monaliza F Nocon,F,N,69,Raw,2003,,,67.45,-70,70,-80,70,-37.5,40,-42.5,40,75,77.5,90,90,200,SBD
DQ,Ena Alodia P Sesmar,F,N,69,Raw,1990,,,67.05,-70,-70,-87.5,,30,35,37.5,37.5,80,95,105,105,,SBD
1,Aleinne Monette B Cabangon,F,N,76,Raw,2003,,,73.55,100,105,112.5,112.5,42.5,47.5,52.5,52.5,110,117.5,125,125,290,SBD
2,Jeannie May Angela C Tangente,F,N,76,Raw,1997,,,75.8,-105,105,125,125,42.5,45,-47.5,45,102.5,110,-120,110,280,SBD
3,Ariadne T Tan,F,N,76,Raw,2005,,,72.9,102.5,110,-117.5,110,40,45,-50,45,102.5,112.5,-120,112.5,267.5,SBD
1,Kimberly Q Bernardo,F,N,84,Raw,1994,,,81.75,132.5,140,147.5,147.5,62.5,67.5,70,70,135,142.5,155,155,372.5,SBD
2,Re Ann Mel A De La Cruz,F,N,84,Raw,2002,,,82.7,140,142.5,-150,142.5,52.5,55,60,60,135,142.5,-155,142.5,345,SBD
3,Bella Andrea N Salenga,F,N,84,Raw,1999,,,81.75,135,145,-155,145,47.5,50,52.5,52.5,130,135,140,140,337.5,SBD
4,Rachel Rueve Marie Jamiro,F,N,84,Raw,1983,,,80.05,107.5,110,115,115,42.5,47.5,52.5,52.5,125,130,-140,130,297.5,SBD
5,Micah Jhannine N Casem,F,N,84,Raw,1997,,,82.7,107.5,112.5,117.5,117.5,-37.5,42.5,-47.5,42.5,110,117.5,127.5,127.5,287.5,SBD
DQ,Alezandria Nicole B Lacanilao,F,N,84,Raw,1994,,,81.5,-110,-110,-115,,-50,55,-60,55,120,125,-130,125,,SBD
1,Angela Aura M Gonzalvo,F,O,47,Raw,1997,,,46.75,-115,117.5,125.5,125.5,60,65,-67.5,65,135,145,150,150,340.5,SBD
2,Shiela Mae M Villasica,F,O,47,Raw,1989,,,46.6,105,-110,-110,105,55,57.5,60,60,127.5,132.5,-137.5,132.5,297.5,SBD
3,Arnee Filia B Soriano,F,O,47,Raw,2002,,,46.9,92.5,100,-105,100,65,-70.5,-70.5,65,115,125,130,130,295,SBD
1,Risabel Regina T Valle,F,O,52,Raw,1997,,,51.95,125,130.5,-135,130.5,57.5,-62.5,-62.5,57.5,135,-140,140,140,328,SBD
1,Antoniette Ery J Pabayo,F,O,57,Raw,2001,,,55.5,100,110,112.5,112.5,45,50,-52.5,50,120,132.5,-135,132.5,295,SBD
2,Marie Stefanie M Ada,F,O,57,Raw,1993,,,55.1,100,105,107.5,107.5,52.5,55,-57.5,55,117.5,125,-127.5,125,287.5,SBD
1,Arcenal Lyka Shayne P,F,O,63,Raw,2001,,,62.55,122.5,-130,-130,122.5,57.5,62.5,65,65,152.5,163,170,170,357.5,SBD
2,Seth Russel L Norman,F,O,63,Raw,1997,,,60.85,115,120,-125,120,-67.5,70,72.5,72.5,142.5,152.5,-162.5,152.5,345,SBD
3,Angela Kristell F Borromeo,F,O,63,Raw,2002,,,61.8,-112.5,-112.5,112.5,112.5,45,-50,50,50,132.5,137.5,145,145,307.5,SBD
4,Gianne Eleina S Bernal,F,O,63,Raw,1996,,,62.5,105,-112.5,-115,105,35,40,42.5,42.5,130,140,147.5,147.5,295,SBD
5,Asterlou S Habito,F,O,63,Raw,1962,,,58.05,60,72.5,-80,72.5,30,35,-40,35,75,100,102.5,102.5,210,SBD
1,Elaiza Jane F Catayoc,F,O,69,Raw,1998,,,67.7,140,145,150,150,-70,70,72.5,72.5,150,160,-172.5,160,382.5,SBD
2,Alaissa Mariel V Dimdam,F,O,69,Raw,1999,,,68.25,130,135,137.5,137.5,60,62.5,65,65,140,147.5,155,155,357.5,SBD
3,Aalia U Labrador,F,O,69,Raw,2001,,,67.1,107.5,112.5,117.5,117.5,52.5,55,57.5,57.5,120,127.5,-135,127.5,302.5,SBD
4,Joan Erika T Delgado,F,O,69,Raw,1996,,,68.95,105,110,115,115,42.5,-47.5,47.5,47.5,115,125,132.5,132.5,295,SBD
1,Maria Michaela Mizal,F,O,76,Raw,1995,,,74.25,135,142.5,-150,142.5,75,77.5,80,80,140,150,160,160,382.5,SBD
2,Joanna Nicole Bernabe Ko,F,O,76,Raw,1996,,,75.35,115,-127.5,132.5,132.5,47.5,55,-60,55,120,135,147.5,147.5,335,SBD
3,Mhisha Marie C Cuyson,F,O,76,Raw,1993,,,74.9,105,115,122.5,122.5,52.5,60,62.5,62.5,130,140,145,145,330,SBD
1,Micah D Abando,F,O,84,Raw,1992,,,83.2,155,167.5,172.5,172.5,62.5,-65,,62.5,167.5,-180,185,185,420,SBD
2,Francis Nicole S Figueroa,F,O,84,Raw,1995,,,82.3,120,122.5,142.5,142.5,60,72.5,80,80,175,-195,-197.5,175,397.5,SBD
3,Darryle Emanuelle Soriano Tangco,F,O,84,Raw,2002,,,82.05,130,-132.5,,130,55,60,-62.5,60,140,-147.5,-147.5,140,330,SBD
4,Micah Jhannine N Casem,F,O,84,Raw,1997,,,82.7,107.5,112.5,117.5,117.5,-37.5,42.5,-47.5,42.5,110,117.5,127.5,127.5,287.5,SBD
1,Capacio Jennifer Ocap,F,O,84+,Raw,1988,,,105.65,170,182.5,190,190,82.5,87.5,-93,87.5,180,195,205.5,205.5,483,SBD
2,Trina Krizelda U Oandasan,F,O,84+,Raw,1997,,,102.2,175,182.5,-190,182.5,70,75,80,80,152.5,160,-165,160,422.5,SBD
1,Khieszia Danielle Narral,F,SJ,43,Raw,2009,,,42.5,65,70,72.5,72.5,30,35,-37.5,35,100,105,-110,105,212.5,SBD
2,Amber M Villanueva,F,SJ,43,Raw,2007,,,43,70,72.5,-75,72.5,30,-35,-37.5,30,90,95,-102.5,95,197.5,SBD
3,Angelhanz S Bayona,F,SJ,43,Raw,2007,,,42.1,52.5,60,-62.5,60,-25,25,-35,25,75,-85,-90,75,160,SBD
1,Sabina Mae C Santos,F,SJ,76,Raw,2007,,,74.95,135,-140.5,140.5,140.5,65,70,72.5,72.5,150.5,-160,160,160,373,SBD
1,Ezrael S Cruz,M,D,59,Raw,2010,,,58.05,77.5,82.5,90,90,40,42.5,45,45,110,117.5,-121,117.5,252.5,SBD
1,Reneelet Lewis Padayao,M,C,53,Raw,2003,,,51,90,95,-107.5,95,57.5,-62.5,-62.5,57.5,135,-145,150,150,302.5,SBD
1,Antonio R Baes,M,C,59,Raw,2003,,,57.9,137.5,147.5,-152.5,147.5,110,116,121.5,121.5,167.5,180,187.5,187.5,456.5,SBD
1,Christian Joyce A Pascual,M,C,66,Raw,2000,,,65.83,160,170,-175,170,100,110,-115,110,200,215,225,225,505,SBD
2,Ryan Joseph Q Santos,M,C,66,Raw,2003,,,65.5,160,170,180,180,105,-110,-115,105,185,200,-210,200,485,SBD
3,Jared A Cacho,M,C,66,Raw,2002,,,64.45,145,-147.5,152.5,152.5,82.5,87.5,-90,87.5,152.5,162.5,170,170,410,SBD
4,Nico Angelo O Sombiro,M,C,66,Raw,2001,,,64.5,-120,120,127.5,127.5,75,80,82.5,82.5,150,162.5,172.5,172.5,382.5,SBD
5,Genest Joseph C Octaviano,M,C,66,Raw,2001,,,64.25,-105,105,115,115,55,67.5,-70,67.5,145,155,167.5,167.5,350,SBD
1,Christopher James B Eden,M,C,74,Raw,2002,,,73.9,185,-195,-195,185,120,125,130,130,225,235,-240,235,550,SBD
2,Kevin Nicolas F Marquez,M,C,74,Raw,2002,,,73.65,190,200,205,205,117.5,120,-122.5,120,210,220,-230,220,545,SBD
3,Randolfo II M Mejia,M,C,74,Raw,2002,,,72.7,182.5,195,-207.5,195,110,117.5,125,125,220,-235,-240,220,540,SBD
4,Elijah M Queipo,M,C,74,Raw,2003,,,72.85,165,172.5,175,175,102.5,107.5,112.5,112.5,212.5,220,225,225,512.5,SBD
5,Carl Jon L Biag,M,C,74,Raw,2001,,,70.6,-170,170,-185,170,-105,105,107.5,107.5,210,220,-227.5,220,497.5,SBD
6,Rodelio Hina Castillo Jr,M,C,74,Raw,2004,,,73.05,160,170,180,180,110,-115,-115,110,180,187.5,195,195,485,SBD
7,Juan Emmanuel O Dizon,M,C,74,Raw,2002,,,72,160,167.5,170,170,112.5,117.5,120,120,177.5,187.5,-192.5,187.5,477.5,SBD
8,Ethan Raemond C Choa,M,C,74,Raw,2005,,,73.2,160,167.5,172.5,172.5,90,95,-97.5,95,195,202.5,-207.5,202.5,470,SBD
9,John Rei S Francisco,M,C,74,Raw,2001,,,72.8,160,170,-172.5,170,60,70,82.5,82.5,200,210,-220,210,462.5,SBD
1,Jan Kyle U Ignacio,M,C,83,Raw,2004,,,82.65,190,205,-210,205,155,162.5,-165,162.5,220,-232.5,-232.5,220,587.5,SBD
2,Marc Andre I Bascara,M,C,83,Raw,2002,,,81.95,185,197.5,205,205,120,125,-130,125,215,230,240,240,570,SBD
3,Winston L Salvador,M,C,83,Raw,1999,,,81.1,190,200,205,205,-120,127.5,-132.5,127.5,215,225,-232.5,225,557.5,SBD
4,Renzo Karl A Basiao,M,C,83,Raw,2003,,,82.6,-185,192.5,202.5,202.5,120,125,127.5,127.5,195,-210,215,215,545,SBD
5,Dan Matthew V Telebrico,M,C,83,Raw,2004,,,82.35,-175,-180,180,180,-105,112.5,120,120,200,-210,-210,200,500,SBD
6,Atiene Eri M Villanueva,M,C,83,Raw,2001,,,82.9,160,-170,170,170,92.5,100,-102.5,100,185,-195,-202.5,185,455,SBD
1,Lubosana Cedrick Ryan A,M,C,93,Raw,2003,,,92,225,-232.5,-232.5,225,-120,120,125,125,255,265,-294,265,615,SBD
2,Aaron John C Ignacio,M,C,93,Raw,2001,,,92.6,185,197.5,207.5,207.5,130,140,142.5,142.5,245,260,-270,260,610,SBD
3,Sean Polo Cura Mallari,M,C,93,Raw,2002,,,85.3,-195,195,205,205,120,-127.5,127.5,127.5,230,245,-260,245,577.5,SBD
4,Clark Kenji L Chua,M,C,93,Raw,2001,,,87.35,-160,160,170,170,110,115,-117.5,115,180,190,195,195,480,SBD
5,Eugene O Imbang,M,C,93,Raw,2000,,,87.95,155,165,-172.5,165,120,-122.5,-122.5,120,175,185,192.5,192.5,477.5,SBD
6,Raj Reiner A Cattiling,M,C,93,Raw,2004,,,85.5,160,167.5,175,175,90,-92.5,-100,90,167.5,175,182.5,182.5,447.5,SBD
1,Jalen Cytienne L Cruz,M,C,105,Raw,2000,,,102.9,235,-250,255,255,130,-140,-140,130,260,270,280,280,665,SBD
2,Mohammad A Macasipot,M,C,105,Raw,2000,,,101.2,175,-177.5,192.5,192.5,97.5,100,105,105,180,195,210,210,507.5,SBD
DQ,Rhodison Jay P Esmundo,M,C,105,Raw,2002,,,104.45,245,255,-265,255,-150,-155,-155,,-270,-270,-270,,,SBD
1,Jemil Andrei Ingan Gelbolingo,M,C,120,Raw,2002,,,112.5,190,-195,-195,190,105,107.5,110,110,200,210,-215,210,510,SBD
2,John Ezekiel B Beldia,M,C,120,Raw,2004,,,109.25,155,-162.5,-162.5,155,75,77.5,85,85,200,210,-220,210,450,SBD
1,Karl Jacob P Rahon,M,G,66,Raw,2004,,,59.45,127.5,135,145,145,70,77.5,85,85,130,142.5,152.5,152.5,382.5,SBD
1,Lorenz C Elemen,M,G,74,Raw,1994,,,68.7,140,150,-152.5,150,90,95,100,100,170,-180,-180,170,420,SBD
1,Vincent Harold C Lacson,M,HS,53,Raw,2004,,,51.3,125,132.5,-140,132.5,-75,-80,80,80,145,155,-162.5,155,367.5,SBD
2,Gave Sylar D Ordonez,M,HS,53,Raw,2008,,,48.75,95,102.5,105,105,62.5,67.5,-70,67.5,135,-145,152.5,152.5,325,SBD
3,Josef M Ramos,M,HS,53,Raw,2006,,,50.85,80,-90,92.5,92.5,-57.5,62.5,70,70,130,140,-150,140,302.5,SBD
1,Jay Martin V Mendoza,M,HS,66,Raw,2007,,,65.4,155,165,-170,165,95,100,102.5,102.5,170,182.5,-192.5,182.5,450,SBD
2,Ezekiel Castañeda,M,HS,66,Raw,2008,,,64.9,140,150,-160,150,85,-90,-90,85,180,190,-200,190,425,SBD
3,Stephen Andrew M Lalu,M,HS,66,Raw,2007,,,65.8,155,165,172.5,172.5,65,75,85,85,165,-175,-180,165,422.5,SBD
4,Vaughan Torvic Reyes,M,HS,66,Raw,2007,,,61,95,-100,-100,95,103,-111,111,111,120,-122.5,-122.5,120,326,SBD
1,Karl Maru Q Dumaguin,M,HS,74,Raw,2007,,,69.05,-110,110,120,120,50,57.5,-65,57.5,147.5,157.5,170,170,347.5,SBD
1,Gary Ludel Q Reyes,M,HS,93,Raw,2006,,,89.8,175,190,-202.5,190,105,115,120,120,180,195,-205,195,505,SBD
2,Zabdiel Perez,M,HS,93,Raw,2010,,,92.7,140,147.5,-152.5,147.5,70,82.5,87.5,87.5,145,155,162.5,162.5,397.5,SBD
1,Audrich F Khong Hun,M,HS,105,Raw,2007,,,101.1,165,170,175,175,95,-101,101,101,175,185,195,195,471,SBD
1,Vicente Gaceta Tizon Junior,M,HS,120,Raw,2005,,,116.4,-170,180,195,195,110,117.5,125,125,185,200,217.5,217.5,537.5,SBD
2,Marc Francis B Magbuhat,M,HS,120,Raw,2006,,,106.1,130,145,152.5,152.5,72.5,-82.5,-82.5,72.5,150,165,-175,165,390,SBD
1,Vincent Harold C Lacson,M,J,53,Raw,2004,,,51.3,125,132.5,-140,132.5,-75,-80,80,80,145,155,-162.5,155,367.5,SBD
2,Reneelet Lewis Padayao,M,J,53,Raw,2003,,,51,90,95,-107.5,95,57.5,-62.5,-62.5,57.5,135,-145,150,150,302.5,SBD
1,Allen Mitch M Arcilla,M,J,59,Raw,2002,,,58.05,140,150,155,155,110,115,-118,115,185,200,-210,200,470,SBD
2,Antonio R Baes,M,J,59,Raw,2003,,,57.9,137.5,147.5,-152.5,147.5,110,116,121.5,121.5,167.5,180,187.5,187.5,456.5,SBD
3,Lance Gabriel V Laquian,M,J,59,Raw,2001,,,58.9,165,172.5,-177.5,172.5,92.5,97.5,-100,97.5,180,-190,-190,180,450,SBD
4,Paolo Gabriel N Bambalan,M,J,59,Raw,2001,,,55.75,-135,135,-137.5,135,80,82.5,-85,82.5,170,185,-190,185,402.5,SBD
5,Antonio Deo Joaquin G Villasanta,M,J,59,Raw,2003,,,56.85,145,-155,-160,145,60,65,70,70,165,175,182.5,182.5,397.5,SBD
1,Ryan Joseph Q Santos,M,J,66,Raw,2003,,,65.5,160,170,180,180,105,-110,-115,105,185,200,-210,200,485,SBD
2,Justin I Cosca,M,J,66,Raw,2005,,,65.05,155,157.5,170,170,75,85,-90,85,190,210,220,220,475,SBD
3,Glendale T Dajay,M,J,66,Raw,2004,,,64.15,145,160,-165,160,90,-92.5,97.5,97.5,200,210,215,215,472.5,SBD
4,Kervin Jethro N Alcantara,M,J,66,Raw,2004,,,65.4,140,142.5,157.5,157.5,97.5,-105,-105,97.5,187.5,197.5,207.5,207.5,462.5,SBD
5,Jared A Cacho,M,J,66,Raw,2002,,,64.45,145,-147.5,152.5,152.5,82.5,87.5,-90,87.5,152.5,162.5,170,170,410,SBD
1,Christopher James B Eden,M,J,74,Raw,2002,,,73.9,185,-195,-195,185,120,125,130,130,225,235,-240,235,550,SBD
2,Kevin Nicolas F Marquez,M,J,74,Raw,2002,,,73.65,190,200,205,205,117.5,120,-122.5,120,210,220,-230,220,545,SBD
3,Randolfo II M Mejia,M,J,74,Raw,2002,,,72.7,182.5,195,-207.5,195,110,117.5,125,125,220,-235,-240,220,540,SBD
4,Joshua Gaviola,M,J,74,Raw,2002,,,72.6,175,190,-200,190,115,120,-122.5,120,200,220,-230,220,530,SBD
5,Elijah M Queipo,M,J,74,Raw,2003,,,72.85,165,172.5,175,175,102.5,107.5,112.5,112.5,212.5,220,225,225,512.5,SBD
6,Allen Andro M Animos,M,J,74,Raw,2004,,,73.35,-165,175,185,185,105,115,-120,115,195,210,-225,210,510,SBD
7,Carl Jon L Biag,M,J,74,Raw,2001,,,70.6,-170,170,-185,170,-105,105,107.5,107.5,210,220,-227.5,220,497.5,SBD
8,Juan Emmanuel O Dizon,M,J,74,Raw,2002,,,72,160,167.5,170,170,112.5,117.5,120,120,177.5,187.5,-192.5,187.5,477.5,SBD
9,Ethan Raemond C Choa,M,J,74,Raw,2005,,,73.2,160,167.5,172.5,172.5,90,95,-97.5,95,195,202.5,-207.5,202.5,470,SBD
10,Al Greco G Medina,M,J,74,Raw,2001,,,73.1,-160,160,170,170,90,-95,95,95,175,180,-190,180,445,SBD
11,Franco Celestine C Casipit,M,J,74,Raw,2002,,,73.25,145,160,-170,160,82.5,-90,-90,82.5,190,202.5,-210,202.5,445,SBD
1,Ervin Jaeson Yu Tiu,M,J,83,Raw,2002,,,80.75,185,-195,195,195,-110,110,117.5,117.5,230,242.5,262.5,262.5,575,SBD
2,Jan Kezia Ezekiel B Suarez,M,J,83,Raw,2001,,,82.25,195,202.5,207.5,207.5,110,115,-117.5,115,232.5,242.5,252.5,252.5,575,SBD
3,Marc Andre I Bascara,M,J,83,Raw,2002,,,81.95,185,197.5,205,205,120,125,-130,125,215,230,240,240,570,SBD
4,Renzo Karl A Basiao,M,J,83,Raw,2003,,,82.6,-185,192.5,202.5,202.5,120,125,127.5,127.5,195,-210,215,215,545,SBD
5,Gabriel T Bravo,M,J,83,Raw,2003,,,80.5,185,-195,195,195,-100,100,-107.5,100,215,227.5,240,240,535,SBD
6,Emmanuel Prince M Cobus,M,J,83,Raw,2004,,,82.05,175,-190,-190,175,97.5,102.5,-107.5,102.5,205,220,232.5,232.5,510,SBD
7,Tjay A Ramos,M,J,83,Raw,2001,,,77.95,150,160,-170,160,90,-100,-100,90,180,190,-205,190,440,SBD
8,Reyes Johnandrei D,M,J,83,Raw,2003,,,81.1,125,135,145,145,80,85,-90,85,175,185,190,190,420,SBD
1,Lubosana Cedrick Ryan A,M,J,93,Raw,2003,,,92,225,-232.5,-232.5,225,-120,120,125,125,255,265,-294,265,615,SBD
2,Aaron John C Ignacio,M,J,93,Raw,2001,,,92.6,185,197.5,207.5,207.5,130,140,142.5,142.5,245,260,-270,260,610,SBD
3,Sean Polo Cura Mallari,M,J,93,Raw,2002,,,85.3,-195,195,205,205,120,-127.5,127.5,127.5,230,245,-260,245,577.5,SBD
4,Natanniel Francis S Mendoza,M,J,93,Raw,2005,,,90.8,210,215,225,225,95,105,-112.5,105,215,230,245,245,575,SBD
5,Dave Dahrll Solis,M,J,93,Raw,2000,,,90.5,170,185,-200,185,90,-97.5,-105,90,215,230,-240,230,505,SBD
6,Clark Kenji L Chua,M,J,93,Raw,2001,,,87.35,-160,160,170,170,110,115,-117.5,115,180,190,195,195,480,SBD
7,Emmanuel R Cordova,M,J,93,Raw,2001,,,85.05,150,152.5,160,160,90,95,-100,95,190,200,207.5,207.5,462.5,SBD
1,Ace Felgazar C Espejo,M,J,105,Raw,2001,,,102.35,130,132.5,145,145,62.5,-72.5,-75,62.5,175,190,195,195,402.5,SBD
DQ,Rhodison Jay P Esmundo,M,J,105,Raw,2002,,,104.45,245,255,-265,255,-150,-155,-155,,-270,-270,-270,,,SBD
1,Jemil Andrei Ingan Gelbolingo,M,J,120,Raw,2002,,,112.5,190,-195,-195,190,105,107.5,110,110,200,210,-215,210,510,SBD
DQ,Harold Dwight D Tomas,M,J,120+,Raw,2004,,,192.9,195,-205,-205,195,-120,-120,-120,,-190,-190,-190,,,SBD
