Place,Name,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,WeightClassKg,Division,Event,Sex,Equipment
7,Anne Bierma,82.70,185.00,192.50,200.00,200.00,120.00,125.00,-130.00,125.00,190.00,205.00,-212.50,205.00,530.00,83,Open,SBD,M,Raw
3,Behzad Aziz,75.40,197.50,205.00,-210.00,205.00,120.00,125.00,-127.50,125.00,225.00,235.00,-240.00,235.00,565.00,83,Open,SBD,M,Raw
6,Koen Hoogeveen,81.30,200.00,,,200.00,105.00,110.00,-120.00,110.00,200.00,215.00,225.00,225.00,535.00,83,Open,SBD,M,Raw
8,Philipp Zimmerer,81.20,170.00,-180.00,-180.00,170.00,120.00,125.00,130.00,130.00,190.00,205.00,210.00,210.00,510.00,83,Open,SBD,M,Raw
5,Damian Borzyszkowski,82.20,175.00,185.00,190.00,190.00,-125.00,127.50,132.50,132.50,220.00,-230.00,-230.00,220.00,542.50,83,Open,SBD,M,Raw
10,Devran Alper,82.00,185.00,195.00,200.00,200.00,82.50,90.00,-97.50,90.00,185.00,195.00,200.00,200.00,490.00,83,Open,SBD,M,Raw
2,Cemil Car,82.00,182.50,192.50,200.00,200.00,122.50,127.50,-132.50,127.50,235.00,255.00,262.50,262.50,590.00,83,Open,SBD,M,Raw
4,Enzo Smallenbroek,80.60,-170.00,170.00,-180.00,170.00,120.00,125.00,132.50,132.50,220.00,230.00,240.00,240.00,542.50,83,Open,SBD,M,Raw
9,Justin Mulder,78.30,170.00,175.00,180.00,180.00,95.00,97.50,100.00,100.00,212.50,220.00,222.50,222.50,502.50,83,Open,SBD,M,Raw
1,Erwin Nys,83.00,200.00,207.50,210.00,210.00,-127.50,132.50,137.50,137.50,240.00,252.50,260.00,260.00,607.50,83,Open,SBD,M,Raw
DQ,Yuri Reyntjes,74.20,145.00,152.50,-160.00,152.50,95.00,100.00,-102.50,100.00,-220.00,-220.00,,,,83,Open,SBD,M,Raw
17,Khalid El Hilali,88.00,120.00,130.00,135.00,135.00,85.00,95.00,-100.00,95.00,162.50,170.00,175.00,175.00,405.00,93,Open,SBD,M,Raw
14,Jacob Walhout,84.40,165.00,170.00,-175.00,170.00,120.00,-125.00,125.00,125.00,200.00,,-220.00,200.00,495.00,93,Open,SBD,M,Raw
6,Humberto Gomes,90.00,170.00,182.50,190.00,190.00,132.50,,142.50,142.50,230.00,242.50,,242.50,575.00,93,Open,SBD,M,Raw
15,Barry Faas,83.40,170.00,180.00,190.00,190.00,90.00,95.00,-97.50,95.00,200.00,210.00,-227.50,210.00,495.00,93,Open,SBD,M,Raw
13,Erik Smallegange,90.10,175.00,187.50,-192.50,187.50,112.50,120.00,-122.50,120.00,195.00,-210.00,210.00,210.00,502.50,93,Open,SBD,M,Raw
16,Duncan Wondergem,87.30,145.00,157.50,-165.00,157.50,115.00,122.50,-127.50,122.50,215.00,-230.00,-232.50,215.00,495.00,93,Open,SBD,M,Raw
7,Rian Laarman,88.50,175.00,180.00,187.50,187.50,135.00,140.00,-145.00,140.00,235.00,240.00,245.00,245.00,572.50,93,Open,SBD,M,Raw
18,Onno Swart,92.80,100.00,110.00,120.00,120.00,90.00,100.00,-102.50,100.00,130.00,145.00,155.00,155.00,375.00,93,Open,SBD,M,Raw
10,Dempsey Thiele,87.80,175.00,185.00,190.00,190.00,130.00,137.50,-142.50,137.50,205.00,215.00,222.50,222.50,550.00,93,Open,SBD,M,Raw
11,Miklas Veenvliet,90.80,-185.00,195.00,200.00,200.00,-110.00,-110.00,110.00,110.00,225.00,-235.00,235.00,235.00,545.00,93,Open,SBD,M,Raw
4,Sander Zonnenberg,90.90,190.00,200.00,207.50,207.50,127.50,135.00,140.00,140.00,225.00,237.50,242.50,242.50,590.00,93,Open,SBD,M,Raw
8,Berend Aaftink,90.80,180.00,190.00,205.00,205.00,-115.00,115.00,-125.00,115.00,220.00,230.00,240.00,240.00,560.00,93,Open,SBD,M,Raw
9,Karel Kodde,92.80,195.00,205.00,210.00,210.00,122.50,127.50,,127.50,220.00,,,220.00,557.50,93,Open,SBD,M,Raw
3,Dogan Tekin,88.70,180.00,200.00,210.00,210.00,120.00,-125.00,-130.00,120.00,240.00,260.00,,260.00,590.00,93,Open,SBD,M,Raw
2,Bob van den Boogaard,88.10,200.00,210.00,212.50,212.50,140.00,145.00,-147.50,145.00,215.00,230.00,245.00,245.00,602.50,93,Open,SBD,M,Raw
12,Dennis Kamps,83.50,-185.00,185.00,200.00,200.00,112.50,117.50,-122.50,117.50,175.00,185.00,-195.00,185.00,502.50,93,Open,SBD,M,Raw
5,Emiel Fincken,91.40,-185.00,192.50,202.50,202.50,130.00,137.50,147.50,147.50,215.00,235.00,-245.00,235.00,585.00,93,Open,SBD,M,Raw
1,Aldreyson Ortega,88.80,200.00,-207.50,210.00,210.00,130.00,135.00,137.50,137.50,270.00,285.00,292.50,292.50,640.00,93,Open,SBD,M,Raw
8,Tim Lohrmann,96.10,190.00,200.00,210.00,210.00,110.00,115.00,120.00,120.00,220.00,230.00,240.00,240.00,570.00,105,Open,SBD,M,Raw
7,Melle de Boer,101.50,202.50,-215.00,-215.00,202.50,132.50,140.00,-145.00,140.00,225.00,235.00,240.00,240.00,582.50,105,Open,SBD,M,Raw
1,Berend Broekhoff,98.00,210.00,-220.00,222.50,222.50,150.00,160.00,165.00,165.00,250.00,265.00,280.00,280.00,667.50,105,Open,SBD,M,Raw
2,Anton de Wit,102.20,190.00,210.00,220.00,220.00,185.00,195.00,-202.50,195.00,220.00,240.00,-255.00,240.00,655.00,105,Open,SBD,M,Raw
5,Robert van der Mik,104.00,-220.00,-240.00,240.00,240.00,-120.00,120.00,125.00,125.00,240.00,-250.00,-250.00,240.00,605.00,105,Open,SBD,M,Raw
6,Boyd Thijssens,99.30,190.00,205.00,-220.00,205.00,122.50,130.00,135.00,135.00,230.00,245.00,260.00,260.00,600.00,105,Open,SBD,M,Raw
4,William Gollings,98.80,190.00,-200.00,200.00,200.00,-150.00,150.00,-155.00,150.00,250.00,260.00,-265.00,260.00,610.00,105,Open,SBD,M,Raw
3,Sander Goossen,97.20,200.00,-222.50,222.50,222.50,170.00,-180.00,-180.00,170.00,240.00,-250.00,-255.00,240.00,632.50,105,Open,SBD,M,Raw
9,Evert Maris,99.70,190.00,200.00,-210.00,200.00,130.00,135.00,-140.00,135.00,200.00,225.00,-230.00,225.00,560.00,105,Open,SBD,M,Raw
2,Sven Jansen,167.20,250.00,265.00,-270.00,265.00,160.00,170.00,175.00,175.00,257.50,277.50,-287.50,277.50,717.50,120+,Open,SBD,M,Raw
1,Tymen Gerestein,123.50,225.00,240.00,250.00,250.00,195.00,205.00,210.00,210.00,235.00,255.00,265.00,265.00,725.00,120+,Open,SBD,M,Raw
3,Jeroen Ter Veld,132.30,190.00,200.00,210.00,210.00,120.00,127.50,-130.00,127.50,250.00,262.50,-267.50,262.50,600.00,120+,Open,SBD,M,Raw
