Place,Name,Division,Country,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Squat4Kg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Bench4Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,Deadlift4Kg,TotalKg,WeightClassKg,Sex,CyrillicName,BirthYear,SheetName,Event
1,Oleksandr Gonchar,O,Ukraine,141.20,,,,,,340,350,-360,350,,,,,,,350.0,140+,M,Олександр Гончар,1978,eq men,B
2,Andrzej Swierszcz,O,Poland,140.10,,,,,,270,280,-300,280,,,,,,,280.0,140+,M,,1972,eq men,B
3,Peter Mihály,O,Slovak Republic,154.80,,,,,,230,-260,-272.5,230,,,,,,,230.0,140+,M,Pеtеr Mihály,1958,eq men,B
DQ,Andrejs Mūrnieks,O,Latvia,141.30,,,,,,-325,-330,-335,,,,,,,,,140+,M,,1980,eq men,B
DQ,Markku Kalliola Kari,O,Finland,168.10,,,,,,-375,-385,-400,,,,,,,,,140+,M,,1963,eq men,B
1,Peter Mihály,M3,Slovak Republic,154.80,,,,,,225,250,,250,,,,,,,250.0,140+,M,Pеtеr Mihály,1958,eq men,B
DQ,Ariela Amitay,O,Israel,51.50,,,,,,-95,-95,-95,,,,,,,,,52,F,,1964,eq women,B
DQ,Ariela Amitay,M2,Israel,51.50,,,,,,-95,-95,-95,,,,,,,,,52,F,,1964,eq women,B
1,Alina Kazazayeva,J,Kazakhstan,59.40,,,,,,80,90,-102.5,90,,,,,,,90.0,60,F,,1991,eq women,B
1,Marina Medvedeva,O,Russia,59.95,,,,,,100,110,117.5,117.5,,,,,,,117.5,60,F,Марина Медведева,1974,eq women,B
1,Anne Heikkilä,O,Finland,67.10,,,,,,155,165,-175,165,,,,,,,165.0,67.5,F,Annе Hеikkilä,1978,eq women,B
2,Iris Shekhter,O,Israel,64.75,,,,,,120,135,146,146,,,,,,,146.0,67.5,F,,1978,eq women,B
3,Chantal Rostagnat,O,France,65.90,,,,,,-80,80,-90,80,,,,,,,80.0,67.5,F,,1967,eq women,B
DQ,Darilynn Doddy,J,USA,74.35,,,,,,-185,-185,-227.5,,,,,,,,,75,F,,1990,eq women,B
DQ,Yuliya Medvedeva,O,Russia,74.60,,,,,,-185,-185,-185,,,,,,,,,75,F,Юлия Медведева,1979,eq women,B
1,Sandra Bileiše,M2,Latvia,68.25,,,,,,100,-105,-105,100,,,,,,,100.0,75,F,,1963,eq women,B
DQ,Emma Ylitalo-James,M1,Great Britain,80.50,,,,,,-172.5,-177.5,-177.5,,,,,,,,,82.5,F,,1969,eq women,B
DQ,Anna McCloskey,T3,USA,82.90,,,,,,-130,-137.5,-137.5,,,,,,,,,90,F,,1993,eq women,B
1,Viktoriya Sheludko,O,Russia,86.90,,,,,,200,212.5,-218.5,212.5,,,,,,,212.5,90,F,Виктория Шелудько,1973,eq women,B
DQ,Anna McCloskey,O,USA,82.90,,,,,,-130,-137.5,-137.5,,,,,,,,,90,F,,1993,eq women,B
